Warning: Null value is eliminated by an aggregate or other SET operation.
Preferred Vendor,Supplier SKU,Manufacturer SKU,AZ In Stock,TX In Stock,Your Cost,% Discount,MSRP,Supplier Description,Avg Lead Time,Next Available Date,Next Available Quantity
Beefeater Discovery,94403,94403,63.000000,.000000,46.8750000000000,37.500,75.000000,DISCVRY CART COVER-3BRNR PVC HOOD COVER,2,NULL,NULL
Beefeater Discovery,94404,94404,1.000000,.000000,53.1250000000000,37.500,85.000000,DISCVRY CART COVER-4BRNR PVC HOOD COVER,2,NULL,NULL
Beefeater Discovery,94405,94405,.000000,.000000,62.5000000000000,37.500,100.000000,DISCVRY CART COVER-5BRNR PVC HOOD COVER,NULL,NULL,NULL
Beefeater,94415,94415,13.000000,.000000,99.0000000000000,40.000,165.000000,***  WHILE SUPPLIES LAST  ***PREM 5 BNR HOODED COVER FITS SL4000 TROLLEY MODEL,2,NULL,NULL
Beefeater,94462,94462,13.000000,.000000,62.7000000000000,40.000,104.500000,***  WHILE SUPPLIES LAST  ***BFEATR CART COVER-2BRNR FITS OVER CARTS,2,NULL,NULL
Beefeater,94463,94463,27.000000,.000000,54.0000000000000,40.000,90.000000,***  WHILE SUPPLIES LAST  ***BFEATR CART COVER-3BRNR FITS OVER CARTS,2,NULL,NULL
Beefeater,94464,94464,43.000000,.000000,66.0000000000000,40.000,110.000000,***  WHILE SUPPLIES LAST  ***BFEATR CART COVER-4BRNR FITS OVER CARTS,2,NULL,NULL
Beefeater,94465,94465,41.000000,.000000,69.0000000000000,40.000,115.000000,***  WHILE SUPPLIES LAST  ***BFEATR CART COVER-5BRNR FITS OVER CARTS,2,NULL,NULL
Beefeater,94493,94493,124.000000,.000000,42.0000000000000,40.000,70.000000,***  WHILE SUPPLIES LAST  ***BFEATR BUILT IN COVER-3BRNR FOR 3BRNR BUILT-IN,2,NULL,NULL
Beefeater,94494,94494,352.000000,.000000,48.0000000000000,40.000,80.000000,***  WHILE SUPPLIES LAST  ***BEEFEATER BUILT IN COVER-4BRNR FOR 4BRNR BUILT-IN,2,NULL,NULL
Beefeater,94495,94495,161.000000,.000000,54.0000000000000,40.000,90.000000,***  WHILE SUPPLIES LAST  ***BFEATR BUILT IN COVER-5BRNR FOR 5BRNR BUILT-IN,2,NULL,NULL
Beefeater Discovery,94955,94955,.000000,.000000,26.2500000000000,37.500,42.000000,DISC1000R TROLLEY UPGRADE KIT COND RACK / SHELF HANDLE,NULL,NULL,NULL
Beefeater,94980,94880,65.000000,.000000,15.1800000000000,40.000,25.300000,***  WHILE SUPPLIES LAST  ***BFEATER BATTERY THERMOMETER BATTERY MEAT THERMOMETER,2,NULL,NULL
Beefeater,95210,95210,100.000000,.000000,1.9500000000000,40.000,3.250000,***  WHILE SUPPLIES LAST  ***BFEATR ORIFICE 2000 LP BIG THREAD,2,NULL,NULL
Beefeater,95258,95258,1142.000000,.000000,5.2740000000000,40.000,8.790000,"***  WHILE SUPPLIES LAST  ***BEEFEATER KNOB 1 7/8""",2,NULL,NULL
Beefeater,96582,96582,74.000000,.000000,26.3700000000000,40.000,43.950000,***  WHILE SUPPLIES LAST  ***HOSE AND REGULATOR LP,2,NULL,NULL
Beefeater,blk hood-window,blk hood-window,.000000,.000000,.0000000000000,40.000,.000000,BE BLK HOOD WITH WINDOW - SIGNATURE 4 BRNR,NULL,NULL,NULL
Beefeater Discovery,DR02-0011-4,DR02-0011-4,.000000,.000000,40.6250000000000,37.500,65.000000,DISCOVERY I-1000 FASCIA - PRE-2014,NULL,NULL,NULL
Beefeater Discovery,DR09-0013-3,DR09-0013-3,.000000,.000000,79.4062500000000,37.500,127.050000,DISCOVERY 3-BURNER MANIFOLD POST 2014,NULL,NULL,NULL
Beefeater Discovery,DR09-0013-4,DR09-0013-4,.000000,.000000,102.0937500000000,37.500,163.350000,DISCOVERY 4-BURNER MANIFOLD POST 2014,NULL,NULL,NULL
Beefeater Discovery,DR09-0013-5,DR09-0013-5,.000000,.000000,121.0000000000000,37.500,193.600000,DISCOVERY 5-BURNER MANIFLOD POST 2014,NULL,NULL,NULL
Beefeater Discovery,DSI2046,DSI2046,.000000,.000000,5.6750000000000,37.500,9.080000,6 INCH DISCOVERY I1000R WHEEL,NULL,NULL,NULL
Beefeater Discovery,DSI2047,DSI2047,.000000,.000000,14.7812500000000,37.500,23.650000,DISCOVERY 75MM CASTOR WHEEL WITH LOCK,NULL,NULL,NULL
Beefeater Discovery,DSI2089,DSI2089,.000000,.000000,2.7375000000000,37.500,4.380000,DISCOVERY HANDLE SPACER,NULL,NULL,NULL
Beefeater,TRASH DOOR HANDLE,TRASH DOOR HANDLE,.000000,.000000,.0000000000000,40.000,.000000,TRASH DOOR HANDLE FOR 24210,NULL,NULL,NULL
Beefeater,WARRANTY A.1,WARRANTY A.1,.000000,.000000,6.0000000000000,40.000,10.000000,PER TRANSACTION,NULL,NULL,NULL
Bromic,BH0110001-1,BH0110001-1,8.000000,.000000,1216.8000000000000,40.000,2028.000000,"Bromic Platinum 300 Series Smart-Heat™ Radiant Heater, Natural Gas (BH0110001-1)",2,NULL,NULL
Bromic,BH0110002-1,BH0110002-1,.000000,.000000,1216.8000000000000,40.000,2028.000000,"Bromic Platinum 300 Series Smart-Heat™ Radiant Heater, Propane (BH0110002-1)",8,NULL,NULL
Bromic,BH0110003-1,BH0110003-1,92.000000,.000000,1370.4000000000000,40.000,2284.000000,"Bromic Platinum 500 Series Smart-Heat™ Radiant Heater, Natural Gas (BH0110003-1)",2,NULL,NULL
Bromic,BH0110004-1,BH0110004-1,6.000000,.000000,1370.4000000000000,40.000,2284.000000,"PLATINUM 500-LPG PLATINUM 39,800BTU'S 1 OF 2 BOXES BROMIC (BH0110004--",2,NULL,NULL
Bromic,BH0210001-1,BH0210001-1,20.000000,.000000,940.8000000000000,40.000,1568.000000,"Bromic Tungsten 300 Series Black Smart-Heat™ Outdoor Patio Heater, Natural Gas (BH0210001-1)",2,NULL,NULL
Bromic,BH0210002-1,BH0210002-1,6.000000,.000000,940.8000000000000,40.000,1568.000000,"Bromic Tungsten 300 Series Black Smart-Heat™ Radiant Heater, Propane (BH0210002-1)",2,NULL,NULL
Bromic,BH0210003-1,BH0210003-1,84.000000,.000000,1073.4000000000000,40.000,1789.000000,"Bromic Tungsten 500 Series Black Smart-Heat™ Radiant Heater, Natural Gas (BH0210003-1)",2,NULL,NULL
Bromic,BH0210004-1,BH0210004-1,18.000000,.000000,1073.4000000000000,40.000,1789.000000,"Bromic Tungsten 500 Series Black Smart-Heat™ Radiant Heater, Propane (BH0210004-1)",2,NULL,NULL
Bromic,BH0320003,BH0320003,14.000000,.000000,773.4000000000000,40.000,1289.000000,"Bromic Platinum Black 2300w 240v Series Smart-Heat™ Heater, Electric (BH0320003)",2,NULL,NULL
Bromic,BH0320005,BH0320005,84.000000,.000000,1116.6000000000000,40.000,1861.000000,"Bromic Platinum 50"" 3400w 240v Series Black Smart-Heat™ Outdoor Patio Heater, Electric (BH0320005)",2,NULL,NULL
Bromic,BH0320007,BH0320007,3.000000,.000000,841.2000000000000,40.000,1402.000000,2300W WHITE PLATINUM ELECTRIC HEATER 240V BROMIC (BH0320007),2,NULL,NULL
Bromic,BH0320008,BH0320008,36.000000,.000000,1208.4000000000000,40.000,2014.000000,"Bromic Platinum 50"" 3400w 240v Series White Smart-Heat™ Outdoor Patio Heater, Electric (BH0320008)",2,NULL,NULL
Bromic,BH0320015,BH0320015,8.000000,.000000,1852.8000000000000,40.000,3088.000000,PLATINUM SMART-HEAT™ ELECTRIC MARINE 2300W BLACK,2,NULL,NULL
Bromic,BH0320016,BH0320016,14.000000,.000000,2436.0000000000000,40.000,4060.000000,3400W BLACK MARINE GRADE PLATINUM ELECTRIC HEATER 240V,2,NULL,NULL
Bromic,BH0320017,BH0320017,10.000000,.000000,1896.6000000000000,40.000,3161.000000,PLATINUM SMART-HEAT™ ELECTRIC MARINE 2300W WHITE,2,NULL,NULL
Bromic,BH0320018,BH0320018,2.000000,.000000,2476.2000000000000,40.000,4127.000000,3400W WHITE MARINE GRADE PLATINUM ELECTRIC HEATER 240V,2,NULL,NULL
Bromic,BH0320019,BH0320019,.000000,.000000,773.4000000000000,40.000,1289.000000,2300W BLACK PLATINUM ELECTRIC HEATER 208V,19,NULL,NULL
Bromic,BH0320020,BH0320020,.000000,.000000,841.2000000000000,40.000,1402.000000,2300W WHITE PLATINUM ELECTRIC HEATER 208V,11,NULL,NULL
Bromic,BH0320021,BH0320021,22.000000,.000000,1116.6000000000000,40.000,1861.000000,3400W BLACK PLATINUM ELECTRIC HEATER 208V,2,NULL,NULL
Bromic,BH0320022,BH0320022,9.000000,.000000,1208.4000000000000,40.000,2014.000000,3400W WHITE PLATINUM ELECTRIC HEATER 208V,2,NULL,NULL
Bromic,BH0320023,BH0320023,.000000,.000000,1852.8000000000000,40.000,3088.000000,PLATINUM SMART-HEAT ELECTRIC MARINE 2300W 208V BLACK,NULL,NULL,NULL
Bromic,BH0320025,BH0320025,.000000,.000000,2436.0000000000000,40.000,4060.000000,PLATINUM SMART-HEAT™ ELECTRIC MARINE 3400W BLACK - 208V,61,NULL,NULL
Bromic,BH0320026,BH0320026,.000000,.000000,2476.2000000000000,40.000,4127.000000,PLATINUM SMART-HEAT™ ELECTRIC MARINE 3400W WHITE - 208V,NULL,NULL,NULL
Bromic,BH0420012,BH0420012,35.000000,.000000,538.2000000000000,40.000,897.000000,"Bromic Tungsten 4000w 220v-240v Series White Double Element Smart-Heat™ Heater, Electric (BH0420012)",2,NULL,NULL
Bromic,BH0420013,BH0420013,62.000000,.000000,626.4000000000000,40.000,1044.000000,"Bromic Tungsten 6000w 220v-240v Series White Double Element Smart-Heat™ Heater, Electric (BH0420013)",2,NULL,NULL
Bromic,BH0420030,BH0420030,14.000000,.000000,422.4000000000000,40.000,704.000000,"Bromic Tungsten 2000w 220v-240v Series Black Single Element Heater, Electric (BH0420030)",2,NULL,NULL
Bromic,BH0420031,BH0420031,1.000000,.000000,504.0000000000000,40.000,840.000000,"** WHILE SUPPLIES LAST, NEW PART BH0420031-2 **Bromic Tungsten 3000w 220v-240v Series Black Single Element Heater, Electric (BH0420031)",2,NULL,NULL
Bromic,BH0420031-2,BH0420031-2,46.000000,.000000,504.0000000000000,40.000,840.000000,"Bromic Tungsten 3000w 220v-240v Series Black Single Element Heater, Electric (BH0420031)",2,NULL,NULL
Bromic,BH0420032,BH0420032,53.000000,.000000,524.4000000000000,40.000,874.000000,"Bromic Tungsten 4000w 220v-240v Series Black Double Element Heater, Electric (BH0420032)",2,NULL,NULL
Bromic,BH0420033,BH0420033,.000000,.000000,613.2000000000000,40.000,1022.000000,"****  WHILE SUPPLIES LAST - REPLACED BY BH0420033-2  **** Bromic Tungsten 6000w 220v-240v Series Black Double Element Heater, Electric (BH0420033)",13,NULL,NULL
Bromic,BH0420033-2,BH0420033-2,227.000000,.000000,613.2000000000000,40.000,1022.000000,"Bromic Tungsten 6000w 220v-240v Series Black Double Element Heater, Electric (BH0420033)",2,NULL,NULL
Bromic,BH0420034,BH0420034,9.000000,.000000,555.0000000000000,40.000,925.000000,"** WHILW SUPPLIES LAST, NEW PART BH0420034-2 **Bromic Tungsten 4000w 208v Series Black Smart-Heat™ Double Element Heater, Electric (BH0420034)",2,NULL,NULL
Bromic,BH0420034-2,BH0420034-2,.000000,.000000,555.0000000000000,40.000,925.000000,"Bromic Tungsten 4000w 208v Series Black Smart-Heat™ Double Element Heater, Electric (BH0420034)",NULL,NULL,NULL
Bromic,BH0420035,BH0420035,.000000,.000000,643.8000000000000,40.000,1073.000000,"*** WHILE SUPPLIES LAST, NEW PART BH0420035-2 **Bromic Tungsten 6000w 208v Series Black Smart-Heat™ Double Element Heater, Electric (BH0420035)",13,NULL,NULL
Bromic,BH0420035-2,BH0420035-2,27.000000,.000000,643.8000000000000,40.000,1073.000000,"Bromic Tungsten 6000w 208v Series Black Smart-Heat™ Double Element Heater, Electric (BH0420035)",2,NULL,NULL
Bromic,BH0420042,BH0420042,.000000,.000000,555.0000000000000,40.000,925.000000,4000W TUNGSTEN ELECTRIC 277V BLACK,19,NULL,NULL
Bromic,BH0420043,BH0420043,.000000,.000000,643.8000000000000,40.000,1073.000000,"Bromic Tungsten 6000w 277v Series Black Smart-Heat™ Double Element Heater, Electric (BH0420043)",7,NULL,NULL
Bromic,BH0510001,BH0510001,221.000000,.000000,1278.0000000000000,40.000,2130.000000,"Bromic Tungsten Black Portable Smart-Heat™ Heater, Propane (BH0510001)",2,NULL,NULL
Bromic,BH0510005,BH0510005,32.000000,.000000,1278.0000000000000,40.000,2130.000000,TUNGSTEN 500 MOBILE NG (BOX 1of2; BOX 2of2) BROMIC (BH0510005),2,NULL,NULL
Bromic,BH0610003,BH0610003,34.000000,.000000,404.4000000000000,40.000,674.000000,4000W COBALT ELECTRIC HEATER 220V-240V,2,NULL,NULL
Bromic,BH0610004,BH0610004,33.000000,.000000,487.8000000000000,40.000,813.000000,6000W COBALT ELECTRIC HEATER 220V-240V,2,NULL,NULL
Bromic,BH0820001-1,BH0820001-1,54.000000,.000000,2711.4000000000000,40.000,4519.000000,"Bromic Eclipse 2900w Series Black Portable Smart-Heat™ Light and Heater with Dimmer Control, Electric (BH0820001-1)",2,NULL,NULL
Bromic,BH0920001-1,BH0920001-1,9.000000,.000000,1423.2000000000000,40.000,2372.000000,ECLIPSE 2900W SMART-HEAT ELECTRIC PENDANT WITH TWIN POLE (BOX 1 OF 2) BROMIC (BH0920001-1),2,NULL,NULL
Bromic,BH3030001,BH3030001,5.000000,.000000,151.2000000000000,40.000,252.000000,HEAT DEFLECTOR 300 SERIES PLATINUM ONLY OLD STYLE,2,NULL,NULL
Bromic,BH3030001-1,BH3030001-1,7.000000,.000000,151.2000000000000,40.000,252.000000,HEAT DEFLECTOR 300 SERIES PLATINUM ONLY NEW STYLE BROMIC (BH3030001-1),2,NULL,NULL
Bromic,BH3030002-1,BH3030002-1,46.000000,.000000,175.2000000000000,40.000,292.000000,Bromic Platinum 500 Series Low Heat Deflector (BH3030002-1),2,NULL,NULL
Bromic,BH3030003,BH3030003,17.000000,.000000,186.6000000000000,40.000,311.000000,9.69 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES) BROMIC (BH3030003),2,NULL,NULL
Bromic,BH3030004,BH3030004,25.000000,.000000,186.6000000000000,40.000,311.000000,13.62 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES) BROMIC (BH3030004),2,NULL,NULL
Bromic,BH3030005,BH3030005,19.000000,.000000,186.6000000000000,40.000,311.000000,17.56 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES),2,NULL,NULL
Bromic,BH3030006,BH3030006,12.000000,.000000,186.6000000000000,40.000,311.000000,25.43 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES),2,NULL,NULL
Bromic,BH3030007,BH3030007,4.000000,.000000,186.6000000000000,40.000,311.000000,33.31 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES),2,NULL,NULL
Bromic,BH3030008,BH3030008,5.000000,.000000,186.6000000000000,40.000,311.000000,41.18 CEILING MOUNT POLE FOR GAS HEATERS (1 OF 2 BOXES),2,NULL,NULL
Bromic,BH3030009-1,BH3030009-1,55.000000,.000000,79.2000000000000,40.000,132.000000,"CEILING BRACKET KIT INC. BRACKET, PADDLES & SCREWS",2,NULL,NULL
Bromic,BH3030010,BH3030010,84.000000,.000000,58.8000000000000,40.000,98.000000,Bromic Tungsten Portable Head Cover (BH3030010),2,NULL,NULL
Bromic,BH3030011,BH3030011,5.000000,.000000,151.2000000000000,40.000,252.000000,HEAT DEFLECTOR 300 SERIES TUNGSTEN,2,NULL,NULL
Bromic,BH3030012,BH3030012,41.000000,.000000,175.2000000000000,40.000,292.000000,Bromic Tungsten 500 Series Low Clearance Heat Deflector (BH3030012),2,NULL,NULL
Bromic,BH3130006,BH3130006,7.000000,.000000,259.2000000000000,40.000,432.000000,3FT WHITE TUNGSTEN ELECTRIC TUBE SUSPENSION KIT,2,NULL,NULL
Bromic,BH3130010-1,BH3130010-1,.000000,.000000,217.2000000000000,40.000,362.000000,"****  WHILE SUPLLIES LAST - REPLACED BY BH3130010-2  ***** Bromic On/Off Switch with Wireless Remote, Electric and Gas (BH3130010-1)",11,NULL,NULL
Bromic,BH3130010-2,BH3130010-2,282.000000,.000000,221.4000000000000,40.000,369.000000,"ON/OFF SWITCH WITH WIRELESS REMOTE, COMPATIBLE WITH ELECTRIC & GAS HEATERS",2,NULL,NULL
Bromic,BH3130011-1,BH3130011-1,.000000,.000000,602.4000000000000,40.000,1004.000000,"** WHILE SUPPLIES LAST,NEW PART BH3130011-2 **Bromic Smart-Heat™ Dimmer Switch with Wireless Remote, Electric (BH3130011-1)",49,NULL,NULL
Bromic,BH3130011-2,BH3130011-2,225.000000,.000000,614.4000000000000,40.000,1024.000000,"DIMMER SWITCH WITH WIRELESS REMOTE, COMPATIBLE WITH ELECTRIC HEATERS ONLY",2,NULL,NULL
Bromic,BH3130012-2,BH3130012-2,3.000000,.000000,116.4000000000000,40.000,194.000000,MASTER (42 CH) REMOTE FOR USE WITH DIMMER CONTROLLER,2,NULL,NULL
Bromic,BH3130017,BH3130017,1.000000,.000000,268.8000000000000,40.000,448.000000,CEILING RECESS KIT - 2300W PLATINUM ELECTRIC BROMIC (BH3130017),2,NULL,NULL
Bromic,BH3130023,BH3130023,.000000,.000000,200.4000000000000,40.000,334.000000,"Bromic Platinum 2' Tube Suspension Kit for 2300w and 3400w, Electric (BH3130023)",97,NULL,NULL
Bromic,BH3130024,BH3130024,4.000000,.000000,261.6000000000000,40.000,436.000000,"Bromic Platinum Smart Heat™ 4' Tube Suspension Kit for 2300W/3400W, Electric (BH3130024)",2,NULL,NULL
Bromic,BH3130025,BH3130025,.000000,.000000,43.2000000000000,40.000,72.000000,4 CHANNEL WALL TRANSMITTER (REPLACEMENT),13,NULL,NULL
Bromic,BH3130025-1,BH3130025-1,3.000000,.000000,43.2000000000000,40.000,72.000000,4 CHANNEL WALL TRANSMITTER (REPLACEMENT),2,NULL,NULL
Bromic,BH3130026,BH3130026,6.000000,.000000,116.4000000000000,40.000,194.000000,7 CHANNEL WALL TRANSMITTER (REPLACEMENT),2,NULL,NULL
Bromic,BH3130027,BH3130027,25.000000,.000000,318.6000000000000,40.000,531.000000,"Bromic Platinum 3400W Ceiling Recess Kit, Electric (BH3130027)",2,NULL,NULL
Bromic,BH3130028,BH3130028,.000000,.000000,178.8000000000000,40.000,298.000000,WALL BRACKET & COVERS SET PLATINUM ELECTRIC,6,NULL,NULL
Bromic,BH3130031,BH3130031,.000000,.000000,75.6000000000000,40.000,126.000000,SPARE LC PARTS KIT,8,NULL,NULL
Bromic,BH3130035,BH3130035,1.000000,.000000,515.4000000000000,40.000,859.000000,CEILING RECESS KIT - 3400W PLATINUM ELECTRIC MARINE,2,NULL,NULL
Bromic,BH3130051,BH3130051,.000000,.000000,185.4000000000000,40.000,309.000000,ON/OFF CONTROLLER - 1 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130052,BH3130052,.000000,.000000,283.2000000000000,40.000,472.000000,ON/OFF CONTROLLER - 2 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130053,BH3130053,.000000,.000000,1050.0000000000000,40.000,1750.000000,ON/OFF CONTROLLER - 5 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130061,BH3130061,.000000,.000000,389.4000000000000,40.000,649.000000,DIMMER SWITCH - 1 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130062,BH3130062,.000000,.000000,614.4000000000000,40.000,1024.000000,DIMMER SWITCH - 2 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130063,BH3130063,.000000,.000000,2100.0000000000000,40.000,3500.000000,DIMMER SWITCH - 5 CHANNEL - 6000W PER CHANNEL,NULL,NULL,NULL
Bromic,BH3130070,BH3130070,.000000,.000000,192.0000000000000,40.000,320.000000,SMART-HEAT LINK ETHERNET/BMS (0-10V),NULL,NULL,NULL
Bromic,BH3130071,BH3130071,.000000,.000000,57.0000000000000,40.000,95.000000,SINGLE INDOOR WALL SWITCH - 20AMP 120-277V,NULL,NULL,NULL
Bromic,BH3130072,BH3130072,.000000,.000000,99.6000000000000,40.000,166.000000,DOUBLE INDOOR WALL SWITCH - 20AMP 120-277V,NULL,NULL,NULL
Bromic,BH3130081,BH3130081,.000000,.000000,79.8000000000000,40.000,133.000000,SINGLE OUTDOOR WALL SWITCH - 20AMP 120-277V,NULL,NULL,NULL
Bromic,BH3130082,BH3130082,.000000,.000000,132.6000000000000,40.000,221.000000,DOUBLE OUTDOOR WALL SWITCH - 20AMP 120-277V,NULL,NULL,NULL
Bromic,BH3130097-1,BH3130097-1,36.000000,.000000,192.0000000000000,40.000,320.000000,BROMIC SMART-HEAT LINK RS232 PLUGIN,2,NULL,NULL
Bromic,BH3230001,BH3230001,3.000000,.000000,54.0000000000000,40.000,90.000000,8” CEILING POLE - STRAIGHT (ECLIPSE ELECTRIC ),2,NULL,NULL
Bromic,BH3230002,BH3230002,3.000000,.000000,54.0000000000000,40.000,90.000000,24” CEILING POLE - STRAIGHT (ECLIPSE ELECTRIC ),2,NULL,NULL
Bromic,BH3230003,BH3230003,24.000000,.000000,86.4000000000000,40.000,144.000000,24” CEILING POLE - TWIN STRAIGHT (ECLIPSE ELECTRIC )(BOX 2 OF 2),2,NULL,NULL
Bromic,BH3230004,BH3230004,1.000000,.000000,86.4000000000000,40.000,144.000000,24” CEILING POLE - CURVED (ECLIPSE ELECTRIC ),2,NULL,NULL
Bromic,BH3230005,BH3230005,1.000000,.000000,86.4000000000000,40.000,144.000000,48” CEILING POLE - STRAIGHT (ECLIPSE ELECTRIC ),2,NULL,NULL
Bromic,BH3230006,BH3230006,4.000000,.000000,114.6000000000000,40.000,191.000000,WALL MOUNT POLE (ECLIPSE ELECTRIC ),2,NULL,NULL
Bromic,BH3230007-1,BH3230007-1,17.000000,.000000,414.6000000000000,40.000,691.000000,DIMMER CONTROL - PENDANT (ECLIPSE ELECTRIC ) BROMIC (BH3230007-1),2,NULL,NULL
Bromic,BH3622000,BH3622000,142.000000,.000000,1402.8000000000000,40.000,2338.000000,"Bromic 4500w Platinum Smart-Heat Electric Heater, Black (BH3622000)",2,NULL,NULL
Bromic,BH3622001,BH3622001,39.000000,.000000,1494.0000000000000,40.000,2490.000000,"Bromic 4500w Platinum Smart-Heat Electric Heater, White (BH3622001)",2,NULL,NULL
Bromic,BH3622002,BH3622002,4.000000,.000000,2943.6000000000000,40.000,4906.000000,PLATINUM SMART-HEAT ELECTRIC MARINE 4500W BLACK,2,NULL,NULL
Bromic,BH3622003,BH3622003,19.000000,.000000,2986.8000000000000,40.000,4978.000000,PLATINUM SMART-HEAT ELECTRIC MARINE 4500W WHITE 240 V,2,NULL,NULL
Bromic,BH3622004,BH3622004,5.000000,.000000,1402.8000000000000,40.000,2338.000000,PLATINUM SMART-HEAT ELECTRIC 4500W BLACK - 208V,2,NULL,NULL
Bromic,BH3622005,BH3622005,16.000000,.000000,1494.0000000000000,40.000,2490.000000,PLATINUM SMART-HEAT ELECTRIC 4500W WHITE - 208V,2,NULL,NULL
Bromic,BH3622006,BH3622006,.000000,.000000,2943.6000000000000,40.000,4906.000000,PLATINUM SMART-HEAT ELECTRIC MARINE 4500W BLACK - 208V,NULL,NULL,NULL
Bromic,BH3622007,BH3622007,.000000,.000000,2986.8000000000000,40.000,4978.000000,PLATINUM SMART-HEAT ELECTRIC MARINE 4500W WHITE - 208V,NULL,NULL,NULL
Bromic,BH3623000,BH3623000,72.000000,.000000,363.6000000000000,40.000,606.000000,CEILING RECESS KIT 4500W,2,NULL,NULL
Bromic,BH3623001,BH3623001,1.000000,.000000,594.0000000000000,40.000,990.000000,CEILING RECESS KIT - PLATINUM ELECTRIC 4500W - MARINE,2,NULL,NULL
Bromic,BH3623002-1,BH3623002-1,1.000000,.000000,116.4000000000000,40.000,194.000000,ECLIPSE MASTER REMOTE - FOR USE WITH ECLIPSE CONTROL,2,NULL,NULL
Bromic,BH3623008,BH3623008,75.000000,.000000,703.2000000000000,40.000,1172.000000,3400W LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623009,BH3623009,1.000000,.000000,661.8000000000000,40.000,1103.000000,2300W LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623010,BH3623010,10.000000,.000000,964.8000000000000,40.000,1608.000000,3400W MARINE LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623011,BH3623011,16.000000,.000000,875.4000000000000,40.000,1459.000000,2300W MARINE LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623012,BH3623012,79.000000,.000000,935.4000000000000,40.000,1559.000000,4500W LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623013,BH3623013,37.000000,.000000,1429.2000000000000,40.000,2382.000000,4500W MARINE LOW CLEARANCE CEILING RECESS KIT - PLATINUM ELECTRIC,2,NULL,NULL
Bromic,BH3623020,BH3623020,16.000000,.000000,200.4000000000000,40.000,334.000000,TUBE SUSPENSION KIT 600MM (2’) - 4500W,2,NULL,NULL
Bromic,BH3623021,BH3623021,12.000000,.000000,261.6000000000000,40.000,436.000000,TUBE SUSPENSION KIT 1200MM (4’)- 4500W,2,NULL,NULL
Bromic,BH3623022,BH3623022,.000000,.000000,318.6000000000000,40.000,531.000000,TUBE SUSPENSION KIT 600MM (2’) - PLATINUM ELECTRIC MARINE 4500W,NULL,NULL,NULL
Bromic,BH8080001-1,BH8080001-1,180.000000,.000000,476.4000000000000,40.000,794.000000,"Bromic Platinum/Tungsten Series Wall Bracket Assembly, Natural Gas or Propane (BH8080001-1)",2,NULL,NULL
Bromic,BH8080003-1,BH8080003-1,.000000,.000000,92.4000000000000,40.000,154.000000,(OLD VERSION)PLATINUM SMART-HEAT™ 500 SERIES WIND KICKER & GLASS,6,NULL,NULL
Bromic,BH8080005,BH8080005,1.000000,.000000,59.4000000000000,40.000,99.000000,PLATINUM SMART-HEAT™ 500 SERIES GLASS RETAINER - BOTTOM,2,NULL,NULL
Bromic,BH8080008,BH8080008,.000000,.000000,225.6000000000000,40.000,376.000000,Bromic Platinum Smart-Heat™ 300 Series 3 Burner Replacement Radiant Glass (BH8080008),NULL,NULL,NULL
Bromic,BH8080009,BH8080009,.000000,.000000,286.2000000000000,40.000,477.000000,GLASS FOR PALTINUM SMART HEAT SERIES 500,34,NULL,NULL
Bromic,BH8080010-1,BH8080010-1,3.000000,.000000,59.4000000000000,40.000,99.000000,PLATINUM SMART-HEAT WIRING HARNESS & IGNITION ASSEMBLY FOR 300 SERIES,2,NULL,NULL
Bromic,BH8080011-1,BH8080011-1,.000000,.000000,59.4000000000000,40.000,99.000000,PLATINUM SMART-HEAT™ 500 SERIES WIRING HARNESS & IGNITION ASSEMBLY HONEYWELL,11,NULL,NULL
Bromic,BH8080012-1,BH8080012-1,.000000,.000000,57.6000000000000,40.000,96.000000,TUNGSTEN SMART-HEAT™ WIRING HARNESS FOR 300 SERIES,15,NULL,NULL
Bromic,BH8080013,BH8080013,.000000,.000000,57.6000000000000,40.000,96.000000,DESIGN TUNGSTEN SMART-HEAT™ WIRING HARNESS & IGNITION ASSEMBLY FOR 500 SERIES,45,NULL,NULL
