Inventory ID,Inventory Description,Warehouse,Warehouse Location,Qty. Hard Available,Vendor SKU,Barcode,Supplier ID,Supplier,Brands,Item Class,Item Class Description,AES Retail Price,Volume,Weight
DX9601210100RP,"Parts TRANSDUCER WITH CONE, 24 VDC, CDFI1000P, GDI REF. SP04/19267/0",50,Dallas DC,6.00,9601210100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,121.49,0.00,0.00
DX9601270200RP,Parts LED DRIVER PCB,50,Dallas DC,4.00,9601270200RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,385.99,0.00,0.00
DX9601270400RP,Parts Main PCB Mod E +,10,Kent DC,1.00,X-9601270400RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,323.99,0.00,0.00
DX9601270400RP,Parts Main PCB Mod E +,50,Dallas DC,2.00,X-9601270400RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,323.99,0.00,0.00
DX9601300100RP,Parts POWER SUPPLY 24VDC CDFI1000P DNA,50,Dallas DC,2.00,X-9601300100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,310.49,0.00,0.00
DX9601330100RP,"Parts SOLENOID VALVE, CDFI1000P, GDI REF. SP01/71182/0",90,Charlotte,1.00,9601330100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,99.99,0.00,0.00
DX9601350100RP,"Parts BOTTLE WITH LID, 500 OPTI-MYST",50,Dallas DC,2.00,9601350100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,141.99,0.00,0.00
DX9601350100RP,"Parts BOTTLE WITH LID, 500 OPTI-MYST",10,Kent DC,1.00,9601350100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,141.99,0.00,0.00
DX9601760100RP,"Parts HARDWARE KIT, RP, RBFDOORS",50,Dallas DC,2.00,X-9601760100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,70.99,0.00,0.00
DX9601760100RP,"Parts HARDWARE KIT, RP, RBFDOORS",10,Kent DC,2.00,X-9601760100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,70.99,0.00,0.00
DX9602610100RP,Parts CDFI-BX1500 REPLACENT TRAY KIT,10,Kent DC,1.00,X-9602610100RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,182.24,0.00,0.00
DX9602620400RP,"Parts RP HARDWARE KIT, XLF8817-XD XLF10017-XD",10,Kent DC,2.00,X-9602620400RP,,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -PARTS,Dimplex Replacement Parts,39.99,0.00,0.00
DXBF33DXP,"33'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",40,Rogers DC,1.00,BF33DXP,781052045781,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,119.99",10.11,79.56
DXBF33DXP,"33'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",10,Kent DC,1.00,BF33DXP,781052045781,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,119.99",10.11,79.56
DXBF33DXP,"33'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",20,Sacramento DC,1.00,BF33DXP,781052045781,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,119.99",10.11,79.56
DXBF39DXP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",20,Sacramento DC,1.00,BF39DXP,781052045804,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,289.99",13.63,87.00
DXBF39DXP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",90,Charlotte,1.00,BF39DXP,781052045804,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,289.99",13.63,87.00
DXBF39DXP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",50,Dallas DC,1.00,BF39DXP,781052045804,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,289.99",13.63,87.00
DXBF39STP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V - Optional door kits, glass kits, trim kits and plug kits sold separately",90,Charlotte,1.00,BF39STP,781052045798,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,199.99",13.63,89.74
DXBF39STP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V - Optional door kits, glass kits, trim kits and plug kits sold separately",20,Sacramento DC,1.00,BF39STP,781052045798,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,199.99",13.63,89.74
DXBF39STP,"39'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V - Optional door kits, glass kits, trim kits and plug kits sold separately",10,Kent DC,1.00,BF39STP,781052045798,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,199.99",13.63,89.74
DXBF45DXP,"45'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",50,Dallas DC,1.00,BF45DXP,781052052390,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,559.99",16.45,106.46
DXBF45DXP,"45'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",10,Kent DC,1.00,BF45DXP,781052052390,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,559.99",16.45,106.46
DXBF45DXP,"45'' Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V with brick refractory and LED pulsating Logs - Optional door kits, glass kits, trim kits and plug kits sold separately",20,Sacramento DC,2.00,BF45DXP,781052052390,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,559.99",16.45,106.46
DXBF4TRIM33,(4pc.) black decorative trim - Accessory for BF33DXP,20,Sacramento DC,7.00,BF4TRIM33,781052052932,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.23,4.63
DXBF4TRIM33,(4pc.) black decorative trim - Accessory for BF33DXP,40,Rogers DC,2.00,BF4TRIM33,781052052932,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.23,4.63
DXBF4TRIM33,(4pc.) black decorative trim - Accessory for BF33DXP,90,Charlotte,1.00,BF4TRIM33,781052052932,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.23,4.63
DXBF4TRIM39,"(4pc.) black decorative trim - Accessory for BF39DXP, BF39STP",20,Sacramento DC,1.00,BF4TRIM39,781052052956,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.34,5.29
DXBF4TRIM39,"(4pc.) black decorative trim - Accessory for BF39DXP, BF39STP",10,Kent DC,4.00,BF4TRIM39,781052052956,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.34,5.29
DXBF4TRIM39,"(4pc.) black decorative trim - Accessory for BF39DXP, BF39STP",90,Charlotte,2.00,BF4TRIM39,781052052956,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.34,5.29
DXBF4TRIM39,"(4pc.) black decorative trim - Accessory for BF39DXP, BF39STP",50,Dallas DC,1.00,BF4TRIM39,781052052956,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.34,5.29
DXBF4TRIM39,"(4pc.) black decorative trim - Accessory for BF39DXP, BF39STP",30,Denver DC,1.00,BF4TRIM39,781052052956,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,164.99,0.34,5.29
DXBF4TRIM45,(4pc.) black decorative trim - Accessory for BF45DXP,40,Rogers DC,4.00,BF4TRIM45,781052052970,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,174.99,0.30,5.95
DXBF4TRIM45,(4pc.) black decorative trim - Accessory for BF45DXP,20,Sacramento DC,2.00,BF4TRIM45,781052052970,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,174.99,0.30,5.95
DXBFDOOR33BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF33DXP",50,Dallas DC,2.00,BFDOOR33BLKSM,781052041233,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,1.98,15.50
DXBFDOOR33BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF33DXP",20,Sacramento DC,2.00,BFDOOR33BLKSM,781052041233,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,1.98,15.50
DXBFDOOR33BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF33DXP",90,Charlotte,1.00,BFDOOR33BLKSM,781052041233,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,1.98,15.50
DXBFDOOR33BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF33DXP",10,Kent DC,1.00,BFDOOR33BLKSM,781052041233,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,1.98,15.50
DXBFDOOR39BLKSM,"Black, single pane, bi-fold look glass door - Accessory for the BF39DXP, BF39STP",10,Kent DC,1.00,BFDOOR39BLKSM,781052041257,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,2.76,21.34
DXBFDOOR39BLKSM,"Black, single pane, bi-fold look glass door - Accessory for the BF39DXP, BF39STP",40,Rogers DC,1.00,BFDOOR39BLKSM,781052041257,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,2.76,21.34
DXBFDOOR39BLKSM,"Black, single pane, bi-fold look glass door - Accessory for the BF39DXP, BF39STP",50,Dallas DC,1.00,BFDOOR39BLKSM,781052041257,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,2.76,21.34
DXBFDOOR39BLKSM,"Black, single pane, bi-fold look glass door - Accessory for the BF39DXP, BF39STP",30,Denver DC,1.00,BFDOOR39BLKSM,781052041257,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,2.76,21.34
DXBFDOOR45BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF45DXP",20,Sacramento DC,2.00,BFDOOR45BLKSM,781052041271,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,3.16,24.70
DXBFDOOR45BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF45DXP",40,Rogers DC,2.00,BFDOOR45BLKSM,781052041271,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,3.16,24.70
DXBFDOOR45BLKSM,"Black, single pane, bi-fold look glass door - Accessory for BF45DXP",90,Charlotte,2.00,BFDOOR45BLKSM,781052041271,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,3.16,24.70
DXBFGLASS33BLK,"Black, single pane, tamperproof glass door - Accessory for BF33DXP",30,Denver DC,2.00,BFGLASS33BLK,781052044623,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,279.99,2.07,14.86
DXBFGLASS33BLK,"Black, single pane, tamperproof glass door - Accessory for BF33DXP",10,Kent DC,4.00,BFGLASS33BLK,781052044623,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,279.99,2.07,14.86
DXBFGLASS33BLK,"Black, single pane, tamperproof glass door - Accessory for BF33DXP",50,Dallas DC,1.00,BFGLASS33BLK,781052044623,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,279.99,2.07,14.86
DXBFGLASS33BLK,"Black, single pane, tamperproof glass door - Accessory for BF33DXP",20,Sacramento DC,3.00,BFGLASS33BLK,781052044623,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,279.99,2.07,14.86
DXBFGLASS33BLK,"Black, single pane, tamperproof glass door - Accessory for BF33DXP",90,Charlotte,2.00,BFGLASS33BLK,781052044623,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,279.99,2.07,14.86
DXBFGLASS39BLK,"Black, single pane, tamperproof glass door - Accessory for BF39DXP, BF39STP",90,Charlotte,1.00,BFGLASS39BLK,781052044630,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,1.81,58.33
DXBFGLASS39BLK,"Black, single pane, tamperproof glass door - Accessory for BF39DXP, BF39STP",50,Dallas DC,14.00,BFGLASS39BLK,781052044630,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,1.81,58.33
DXBFGLASS39BLK,"Black, single pane, tamperproof glass door - Accessory for BF39DXP, BF39STP",20,Sacramento DC,2.00,BFGLASS39BLK,781052044630,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,1.81,58.33
DXBFGLASS39BLK,"Black, single pane, tamperproof glass door - Accessory for BF39DXP, BF39STP",40,Rogers DC,1.00,BFGLASS39BLK,781052044630,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,339.99,1.81,58.33
DXBFGLASS45BLK,"Black, single pane, tamperproof glass door - Accessory for BF45DXP",10,Kent DC,1.00,BFGLASS45BLK,781052044647,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,1.91,30.87
DXBFGLASS45BLK,"Black, single pane, tamperproof glass door - Accessory for BF45DXP",20,Sacramento DC,1.00,BFGLASS45BLK,781052044647,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,1.91,30.87
DXBFGLASS45BLK,"Black, single pane, tamperproof glass door - Accessory for BF45DXP",40,Rogers DC,1.00,BFGLASS45BLK,781052044647,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,1.91,30.87
DXBFGLASS45BLK,"Black, single pane, tamperproof glass door - Accessory for BF45DXP",90,Charlotte,1.00,BFGLASS45BLK,781052044647,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,379.99,1.91,30.87
DXBFPLUGE,"Plug kit to convert to outlet for BF33, BF39, BF45 - Includes plug & 7' cord (approx) for use with 120V only",20,Sacramento DC,6.00,BFPLUGE,781052040748,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,71.99,0.17,0.53
DXBFPLUGE,"Plug kit to convert to outlet for BF33, BF39, BF45 - Includes plug & 7' cord (approx) for use with 120V only",10,Kent DC,2.00,BFPLUGE,781052040748,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,71.99,0.17,0.53
DXBFPLUGE,"Plug kit to convert to outlet for BF33, BF39, BF45 - Includes plug & 7' cord (approx) for use with 120V only",40,Rogers DC,2.00,BFPLUGE,781052040748,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,71.99,0.17,0.53
DXBFPLUGE,"Plug kit to convert to outlet for BF33, BF39, BF45 - Includes plug & 7' cord (approx) for use with 120V only",90,Charlotte,6.00,BFPLUGE,781052040748,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,71.99,0.17,0.53
DXBFSDOOR33BLK,Swing glass door with black accents - Accessory for BF33DXP,10,Kent DC,1.00,BFSDOOR33BLK,781052044593,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,414.99,0.61,17.00
DXBFSDOOR33BLK,Swing glass door with black accents - Accessory for BF33DXP,20,Sacramento DC,2.00,BFSDOOR33BLK,781052044593,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,414.99,0.61,17.00
DXBFSDOOR39BLK,"Swing glass door with black accents - Accessory for BF39DXP, BF39STP",20,Sacramento DC,1.00,BFSDOOR39BLK,781052044609,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,434.99,0.86,23.00
DXBFSDOOR39BLK,"Swing glass door with black accents - Accessory for BF39DXP, BF39STP",10,Kent DC,1.00,BFSDOOR39BLK,781052044609,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,434.99,0.86,23.00
DXBFSDOOR39BLK,"Swing glass door with black accents - Accessory for BF39DXP, BF39STP",40,Rogers DC,1.00,BFSDOOR39BLK,781052044609,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,434.99,0.86,23.00
DXBFSDOOR39BLK,"Swing glass door with black accents - Accessory for BF39DXP, BF39STP",50,Dallas DC,2.00,BFSDOOR39BLK,781052044609,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,434.99,0.86,23.00
DXBFSL33,"33'' Slim Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V. 100% LED flame technology with hand finished LED Logs",50,Dallas DC,1.00,BFSL33,781052064478,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,069.99",8.71,68.09
DXBFSL33,"33'' Slim Direct-wire Firebox - 1440W/120V, 2100W/208V, 2700W/240V. 100% LED flame technology with hand finished LED Logs",10,Kent DC,1.00,BFSL33,781052064478,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,"1,069.99",8.71,68.09
DXBFSL33DOOR,"Black, single pane, tamperproof glass door - Accessory for BFSL33",90,Charlotte,1.00,BFSL33DOOR,781052063778,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,134.99,2.20,17.07
DXBFSL33DOOR,"Black, single pane, tamperproof glass door - Accessory for BFSL33",10,Kent DC,1.00,BFSL33DOOR,781052063778,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,134.99,2.20,17.07
DXBLF7451PLUGKI,Plug kit convert to outlet for BLF7451 for use with 120V only (BLF7451-PLUG-KIT),10,Kent DC,3.00,BLF7451PLUGKI,781052112469,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,57.75,0.11,0.00
DXBLF7451PLUGKI,Plug kit convert to outlet for BLF7451 for use with 120V only (BLF7451-PLUG-KIT),40,Rogers DC,5.00,BLF7451PLUGKI,781052112469,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,57.75,0.11,0.00
DXBLF7451PLUGKI,Plug kit convert to outlet for BLF7451 for use with 120V only (BLF7451-PLUG-KIT),20,Sacramento DC,3.00,BLF7451PLUGKI,781052112469,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,57.75,0.11,0.00
DXBLFPLUGKIT,Plug kit to convert to outlet for BLF74 use with 120V only,40,Rogers DC,2.00,BLFPLUGKIT,781052092716,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,48.99,0.05,0.00
DXBLFPLUGKIT,Plug kit to convert to outlet for BLF74 use with 120V only,20,Sacramento DC,5.00,BLFPLUGKIT,781052092716,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,48.99,0.05,0.00
DXBLFPLUGKIT,Plug kit to convert to outlet for BLF74 use with 120V only,50,Dallas DC,2.00,BLFPLUGKIT,781052092716,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,48.99,0.05,0.00
DXBM30331801BW,"Christina (Buildrite series) - Classic fireplace mantel with fluted columns, carved dentil molding, Burnished Walnut finish",10,Kent DC,1.00,BM30331801BW,781052113329,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,769.99,0.00,0.00
DXCDFI1000BLKRC,Black Rock Media for GBF1000-PRO and CDFI1000-PRO (CDFI1000-BLKRCK) - Pull 2__ - CDFI500BLKRCK,20,Sacramento DC,2.00,CDFI1000BLKRC,781052121065,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,250.00,0.16,24.20
DXCDFI1000BLKRC,Black Rock Media for GBF1000-PRO and CDFI1000-PRO (CDFI1000-BLKRCK) - Pull 2__ - CDFI500BLKRCK,30,Denver DC,1.00,CDFI1000BLKRC,781052121065,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,250.00,0.16,24.20
DXCDFI1000BLKRC,Black Rock Media for GBF1000-PRO and CDFI1000-PRO (CDFI1000-BLKRCK) - Pull 2__ - CDFI500BLKRCK,50,Dallas DC,1.00,CDFI1000BLKRC,781052121065,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,250.00,0.16,24.20
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,40,Rogers DC,1.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,20,Sacramento DC,1.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,10,Kent DC,2.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,90,Charlotte,3.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,30,Denver DC,2.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000DWSKI,CDFI1000-DWSKIT Driftwood Media for GBF1000/1500-PRO and CDFI1000-PRO,50,Dallas DC,2.00,CDFI1000DWSKI,781052121027,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,269.99,0.43,1.76
DXCDFI1000RVRCK,River Rock Media for GBF1000-PRO and CDFI1000-PRO  Pull 2 Boxes - CDFI500-RVRCK Per QTY on Order,30,Denver DC,14.00,CDFI1000-RVRCK,781052121072,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,257.99,0.16,11.55
DXCDFI1000RVRCK,River Rock Media for GBF1000-PRO and CDFI1000-PRO  Pull 2 Boxes - CDFI500-RVRCK Per QTY on Order,10,Kent DC,1.00,CDFI1000-RVRCK,781052121072,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,257.99,0.16,11.55
DXCDFI1000RVRCK,River Rock Media for GBF1000-PRO and CDFI1000-PRO  Pull 2 Boxes - CDFI500-RVRCK Per QTY on Order,90,Charlotte,1.00,CDFI1000-RVRCK,781052121072,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,257.99,0.16,11.55
DXCDFI1000RVRCK,River Rock Media for GBF1000-PRO and CDFI1000-PRO  Pull 2 Boxes - CDFI500-RVRCK Per QTY on Order,50,Dallas DC,1.00,CDFI1000-RVRCK,781052121072,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,257.99,0.16,11.55
DXCDFI1000RVRCK,River Rock Media for GBF1000-PRO and CDFI1000-PRO  Pull 2 Boxes - CDFI500-RVRCK Per QTY on Order,20,Sacramento DC,2.00,CDFI1000-RVRCK,781052121072,V000583,"Glen Dimplex Americas, LTD",Dimplex,APPLIANCE -DX -ELECTR,Dimplex Electric Units,257.99,0.16,11.55
